order_id,customer_id,order_date,product_id,quantity,order_status,discount
1243,759,2020-08-15,52,1,Cancelled,0.15
1244,351,2019-10-11,181,1,Shipped,0.2
1245,789,2021-12-12,326,4,Cancelled,0.12
1246,664,2018-05-03,2,3,Cancelled,0.2
1247,518,2020-07-17,269,4,Cancelled,0.07
1248,653,2019-11-30,48,4,Returned,0.1
1249,543,2018-01-08,223,4,Shipped,0.22
1250,314,2021-12-05,390,3,Cancelled,0.14
1251,105,2020-07-27,190,1,Cancelled,0.02
1252,574,2021-07-22,296,1,Shipped,0.25
1253,593,2022-05-09,50,2,Cancelled,0.02
1254,617,2021-05-20,466,2,Cancelled,0.26
1255,186,2021-01-18,105,4,Returned,0.17
1256,499,2019-02-24,82,3,Shipped,0.29
1257,574,2022-08-21,353,3,Shipped,0.13
1258,812,2021-05-19,22,3,Shipped,0.18
1259,909,2022-05-27,380,3,Shipped,0.03
1260,35,2022-05-09,200,1,Returned,0.29
1261,223,2021-06-29,326,4,Cancelled,0.14
1262,394,2022-09-17,494,3,Shipped,0.1
1263,465,2019-05-22,221,3,Cancelled,0.29
1264,376,2018-03-16,464,4,Shipped,0.18
1265,493,2022-12-18,476,3,Cancelled,0.04
1266,229,2019-12-04,176,2,Shipped,0.18
1267,183,2020-05-23,152,4,Cancelled,0.21
1268,395,2018-04-12,173,3,Cancelled,0.17
1269,850,2020-04-13,407,4,Cancelled,0.04
1270,78,2021-11-08,310,3,Returned,0.07
1271,807,2022-12-12,430,2,Returned,0.18
1272,57,2022-09-12,164,3,Shipped,0.29
1273,759,2021-07-13,271,3,Returned,0.19
1274,174,2020-09-22,136,1,Shipped,0.28
1275,789,2022-01-17,345,1,Returned,0.02
1276,818,2019-09-23,67,1,Cancelled,0.08
1277,60,2021-03-10,453,1,Returned,0.09
1278,258,2022-09-06,409,1,Returned,0.25
1279,471,2021-07-12,170,2,Cancelled,0.07
1280,409,2020-11-20,433,4,Shipped,0.27
1281,584,2020-08-04,259,2,Shipped,0.04
1282,879,2021-06-14,238,3,Cancelled,0.19
1283,842,2022-03-07,315,1,Cancelled,0.15
1284,576,2018-08-10,323,4,Shipped,0.04
1285,51,2018-11-18,142,2,Shipped,0.29
1286,693,2018-07-25,69,4,Shipped,0.04
1287,488,2022-08-25,17,4,Cancelled,0.18
1288,891,2021-12-05,383,4,Shipped,0.24
1289,550,2019-02-19,101,2,Shipped,0.26
1290,658,2019-09-04,3,4,Shipped,0.17
1291,385,2019-10-09,314,3,Cancelled,0.12
1292,606,2018-12-05,393,3,Shipped,0.13
1293,746,2018-02-09,85,3,Returned,0.01
1294,356,2020-03-28,8,3,Cancelled,0.14
1295,845,2020-01-26,194,1,Cancelled,0.16
1296,235,2018-04-14,11,3,Returned,0.2
1297,476,2021-04-01,376,4,Cancelled,0.09
1298,896,2020-07-19,8,1,Cancelled,0.19
1299,56,2019-08-27,228,1,Cancelled,0.24
1300,918,2020-02-22,482,2,Shipped,0.3
1301,1000,2020-11-08,116,1,Shipped,0.14
1302,134,2022-03-15,355,2,Returned,0.24
1303,690,2022-01-20,114,2,Shipped,0.22
1304,146,2019-02-23,494,3,Returned,0.03
1305,904,2019-05-26,352,2,Cancelled,0.21
1306,221,2020-12-27,259,3,Returned,0.28
1307,482,2019-09-14,458,1,Shipped,0.05
1308,959,2022-01-29,394,4,Shipped,0.22
1309,260,2018-07-08,12,2,Shipped,0.24
1310,133,2019-07-19,334,4,Cancelled,0.3
1311,513,2018-08-01,328,3,Shipped,0.21
1312,612,2021-03-04,307,4,Shipped,0.16
1313,347,2020-11-06,214,1,Returned,0.21
1314,957,2018-09-20,206,2,Shipped,0.17
1315,668,2021-09-09,315,4,Returned,0.02
1316,652,2020-02-25,384,3,Returned,0.05
1317,157,2018-01-06,497,1,Cancelled,0.15
1318,297,2021-09-01,147,4,Cancelled,0.15
1319,781,2018-01-09,75,4,Returned,0.07
1320,206,2018-07-17,283,3,Shipped,0.14
1321,924,2021-07-10,15,2,Returned,0.18
1322,68,2021-09-24,130,4,Cancelled,0.08
1323,187,2021-11-30,87,4,Cancelled,0.16
1324,10,2021-12-15,348,1,Cancelled,0.01
1325,103,2019-12-30,306,4,Shipped,0.13
1326,322,2018-04-30,178,3,Shipped,0.16
1327,109,2021-01-07,8,2,Shipped,0.15
1328,868,2018-01-23,485,2,Cancelled,0.2
1329,612,2020-06-19,430,3,Returned,0.09
1330,517,2020-12-14,191,1,Cancelled,0.08
1331,524,2022-02-27,284,4,Shipped,0.17
1332,658,2018-10-07,221,1,Shipped,0.08
1333,659,2022-05-19,395,1,Shipped,0.09
1334,921,2019-03-26,415,3,Returned,0.29
1335,691,2022-04-19,471,1,Shipped,0.13
1336,961,2018-08-15,183,2,Shipped,0.17
1337,172,2020-06-24,465,1,Cancelled,0.14
1338,484,2022-06-19,312,2,Cancelled,0.21
1339,670,2020-09-03,491,3,Returned,0.2
1340,292,2021-08-15,431,4,Shipped,0.18
1341,356,2022-02-11,355,2,Returned,0.11
1342,730,2018-04-07,94,2,Returned,0.1
1343,863,2019-09-01,232,1,Returned,0.14
1344,864,2021-04-28,341,2,Shipped,0.15
1345,337,2020-01-29,35,1,Cancelled,0.07
1346,644,2018-12-12,457,3,Returned,0.02
1347,16,2021-06-24,187,4,Returned,0.06
1348,441,2022-02-06,321,2,Returned,0.07
1349,709,2021-07-27,497,3,Cancelled,0.03
1350,42,2021-07-02,285,2,Shipped,0.23
1351,62,2021-02-24,171,1,Shipped,0.03
1352,683,2018-05-15,306,2,Shipped,0.26
1353,158,2020-02-16,15,2,Returned,0.09
1354,288,2022-08-01,276,3,Returned,0.07
1355,849,2022-12-07,9,3,Returned,0.04
1356,681,2021-10-12,326,2,Returned,0.27
1357,293,2020-10-07,408,2,Cancelled,0.25
1358,254,2022-12-20,339,4,Cancelled,0.21
1359,430,2021-05-25,77,2,Returned,0.08
1360,839,2022-02-22,120,4,Returned,0.06
1361,206,2018-02-22,283,4,Shipped,0.21
1362,844,2022-12-31,407,4,Cancelled,0.02
1363,979,2020-12-15,397,1,Cancelled,0.12
1364,813,2022-12-12,199,2,Cancelled,0.14
1365,197,2019-04-12,130,1,Shipped,0.12
1366,563,2019-12-28,37,3,Cancelled,0.03
1367,590,2018-12-09,457,3,Shipped,0.26
1368,94,2021-03-22,174,4,Returned,0.3
1369,205,2018-08-17,60,1,Shipped,0.25
1370,730,2019-09-21,484,2,Cancelled,0.13
1371,541,2019-11-30,34,3,Returned,0.15
1372,130,2019-07-22,474,1,Shipped,0.12
1373,390,2020-02-16,297,4,Shipped,0.26
1374,412,2021-09-05,232,3,Cancelled,0.05
1375,165,2018-07-05,26,3,Cancelled,0.05
1376,361,2019-03-20,324,2,Returned,0.26
1377,337,2018-02-03,75,4,Cancelled,0.24
1378,186,2021-03-04,475,3,Shipped,0.17
1379,183,2022-09-25,30,1,Shipped,0.27
1380,522,2021-01-13,178,2,Shipped,0.18
1381,32,2020-05-27,131,4,Cancelled,0.07
1382,652,2022-03-09,499,4,Shipped,0.28
1383,576,2020-04-16,11,3,Shipped,0.11
1384,395,2021-09-29,176,3,Cancelled,0.01
1385,769,2021-08-25,425,1,Returned,0.06
1386,502,2020-09-29,16,2,Cancelled,0.07
1387,331,2020-06-20,329,3,Cancelled,0.17
1388,692,2020-06-17,132,1,Shipped,0.11
1389,342,2018-09-23,245,4,Shipped,0.28
1390,934,2018-11-21,369,3,Returned,0.19
1391,314,2021-11-27,12,4,Returned,0.22
1392,805,2020-12-03,325,2,Shipped,0.01
1393,335,2022-10-19,173,4,Cancelled,0.15
1394,963,2021-09-27,164,1,Shipped,0.01
1395,796,2022-04-03,8,3,Shipped,0.27
1396,746,2021-05-17,218,2,Cancelled,0.07
1397,430,2020-07-18,136,2,Cancelled,0.14
1398,866,2021-12-14,74,2,Returned,0.24
1399,50,2019-05-14,6,2,Returned,0.12
1400,626,2018-08-06,358,4,Returned,0.23
1401,417,2020-08-15,490,3,Shipped,0.01
1402,452,2022-03-03,174,2,Returned,0.02
1403,121,2021-02-18,452,3,Cancelled,0.16
1404,602,2021-12-18,55,2,Returned,0.23
1405,972,2019-09-21,105,2,Cancelled,0.04
1406,948,2019-02-01,11,3,Shipped,0.03
1407,890,2020-05-27,194,3,Shipped,0.02
1408,38,2019-05-16,182,2,Returned,0.05
1409,423,2020-05-09,69,3,Cancelled,0.21
1410,362,2018-03-29,5,4,Cancelled,0.24
1411,322,2020-07-11,397,4,Cancelled,0.11
1412,289,2022-03-31,403,4,Returned,0.22
1413,248,2018-10-28,48,4,Returned,0.29
1414,136,2021-07-06,414,4,Cancelled,0.09
1415,275,2022-01-05,412,1,Shipped,0.09
1416,443,2018-01-21,417,3,Shipped,0.28
1417,439,2020-03-06,116,4,Returned,0.2
1418,433,2022-02-07,67,1,Cancelled,0.23
1419,381,2018-07-27,480,3,Returned,0
1420,75,2019-04-23,470,2,Returned,0.27
1421,383,2021-01-16,483,2,Returned,0.2
1422,856,2021-08-21,70,3,Cancelled,0.06
1423,622,2022-02-27,110,3,Shipped,0.05
1424,61,2019-06-29,245,1,Shipped,0.29
1425,658,2022-08-22,342,2,Shipped,0.11
1426,226,2022-04-23,6,4,Cancelled,0.2
1427,115,2019-03-21,275,2,Shipped,0.26
1428,731,2018-05-23,48,2,Shipped,0.15
1429,917,2018-05-03,293,3,Returned,0.13
1430,286,2018-11-21,336,4,Shipped,0.19
1431,7,2019-06-12,65,3,Cancelled,0.2
1432,469,2021-08-06,114,3,Shipped,0.04
1433,371,2020-04-19,374,2,Cancelled,0.19
1434,579,2022-10-19,130,3,Returned,0.02
1435,312,2022-02-11,168,4,Returned,0.13
1436,678,2018-06-29,105,2,Shipped,0.03
1437,516,2021-07-04,139,2,Returned,0.04
1438,757,2020-08-12,228,4,Returned,0.25
1439,700,2021-04-20,114,2,Cancelled,0.08
1440,752,2021-07-07,422,3,Shipped,0.14
1441,279,2022-03-19,232,1,Returned,0.23
1442,101,2020-07-22,449,2,Shipped,0.3
1443,373,2021-12-05,207,4,Cancelled,0.1
1444,721,2019-02-18,125,4,Shipped,0.3
1445,208,2019-12-23,494,4,Returned,0.16
1446,506,2022-11-05,438,2,Returned,0.13
1447,301,2022-07-16,79,4,Returned,0.15
1448,309,2019-08-24,191,3,Returned,0.29
1449,927,2020-08-25,339,1,Cancelled,0.11
1450,370,2018-01-24,276,4,Returned,0.2
1451,698,2019-11-13,224,4,Cancelled,0.25
1452,643,2021-09-06,313,4,Shipped,0.25
1453,884,2022-01-11,257,4,Returned,0.05
1454,529,2020-06-18,251,4,Shipped,0.12
1455,779,2018-09-27,392,4,Cancelled,0.03
1456,721,2022-10-15,471,1,Shipped,0.09
1457,813,2022-11-04,38,4,Shipped,0.18
1458,547,2019-08-14,72,1,Shipped,0.19
1459,391,2022-07-22,130,2,Shipped,0.16
1460,297,2020-11-18,42,4,Returned,0.15
1461,189,2020-03-09,22,1,Returned,0.28
1462,390,2021-06-05,232,4,Cancelled,0.13
1463,350,2022-12-29,275,2,Cancelled,0.15
1464,161,2022-01-18,292,3,Returned,0.25
1465,85,2020-11-08,239,2,Returned,0.29
1466,381,2019-05-21,450,4,Returned,0.14
1467,941,2021-06-16,113,4,Cancelled,0.2
1468,378,2022-08-25,217,1,Returned,0.23
1469,702,2022-05-15,228,3,Shipped,0.15
1470,924,2020-12-16,396,4,Cancelled,0.06
1471,290,2018-02-05,129,2,Returned,0.07
1472,874,2019-06-02,32,3,Shipped,0.1
1473,392,2018-12-20,62,1,Cancelled,0.1
1474,747,2019-08-30,195,1,Returned,0.26
1475,363,2021-07-14,80,4,Shipped,0.14
1476,125,2020-08-18,347,4,Returned,0.04
1477,413,2021-01-06,484,1,Shipped,0.1
1478,244,2018-12-02,199,2,Shipped,0.21
1479,517,2021-09-24,318,4,Returned,0.21
1480,802,2019-01-06,284,3,Returned,0.16
1481,773,2019-02-17,200,3,Shipped,0.28
1482,641,2022-09-29,55,1,Shipped,0.18
1483,275,2019-04-24,295,4,Shipped,0.08
1484,871,2020-01-25,233,1,Cancelled,0.05
1485,194,2020-01-08,404,4,Returned,0.3
1486,415,2018-04-19,195,4,Cancelled,0.26
1487,737,2021-01-09,302,3,Shipped,0.23
1488,150,2019-05-22,287,4,Shipped,0.13
1489,576,2021-11-28,289,2,Shipped,0.1
1490,141,2019-10-30,182,1,Returned,0.03
1491,724,2019-05-06,477,3,Shipped,0.28
1492,193,2018-03-14,182,4,Shipped,0.25
1493,219,2022-11-20,101,4,Cancelled,0.06
1494,293,2018-02-25,321,3,Shipped,0.13
1495,29,2021-05-09,441,2,Shipped,0.3
1496,329,2022-02-07,374,1,Cancelled,0.12
1497,738,2019-03-05,242,4,Shipped,0.19
1498,596,2018-10-06,78,2,Cancelled,0.18
1499,762,2019-05-21,153,4,Shipped,0.06
1500,359,2020-08-22,156,3,Returned,0.19
1501,374,2019-12-08,65,1,Shipped,0.18
1502,26,2018-11-02,494,1,Shipped,0.25
1503,267,2021-05-31,31,1,Returned,0.27
1504,169,2021-11-18,169,1,Cancelled,0.21
1505,409,2018-04-21,288,2,Shipped,0.14
1506,567,2019-02-11,162,4,Cancelled,0.05
1507,552,2018-04-17,494,4,Cancelled,0.02
1508,843,2019-07-16,62,3,Returned,0.04
1509,410,2018-09-17,231,4,Returned,0.27
1510,165,2018-09-15,441,2,Cancelled,0.25
1511,131,2022-03-28,278,3,Shipped,0.04
1512,821,2018-05-02,203,2,Cancelled,0.05
1513,839,2018-11-08,431,4,Cancelled,0.28
1514,452,2022-11-18,281,2,Shipped,0.19
1515,294,2022-04-09,143,3,Cancelled,0.17
1516,242,2021-01-03,323,1,Cancelled,0.09
1517,804,2019-03-03,90,3,Cancelled,0
1518,582,2020-07-21,380,1,Shipped,0.19
1519,68,2018-08-04,384,1,Shipped,0.15
1520,166,2022-05-06,244,2,Shipped,0.24
1521,393,2021-04-25,94,1,Cancelled,0.03
1522,745,2022-03-10,308,3,Cancelled,0.06
1523,771,2019-03-07,365,2,Returned,0.11
1524,848,2018-02-09,430,3,Shipped,0.06
1525,139,2020-12-19,483,1,Shipped,0.01
1526,503,2018-01-19,316,1,Cancelled,0.08
1527,3,2021-03-13,147,4,Returned,0.14
1528,370,2018-03-15,110,2,Cancelled,0.2
1529,588,2021-10-22,215,2,Shipped,0.12
1530,874,2022-11-16,249,4,Returned,0.28
1531,149,2022-09-09,298,4,Cancelled,0.09
1532,718,2020-10-04,105,2,Returned,0.13
1533,951,2019-11-20,15,3,Returned,0.18
1534,892,2019-08-14,67,1,Shipped,0.01
1535,901,2018-07-24,10,3,Shipped,0.18
1536,82,2022-11-09,38,4,Shipped,0.29
1537,40,2020-02-12,168,4,Returned,0.03
1538,845,2022-07-27,327,3,Returned,0.13
1539,126,2018-12-26,127,2,Returned,0.25
1540,805,2020-11-18,203,4,Returned,0.12
1541,656,2018-12-14,314,4,Shipped,0.09
1542,833,2019-12-20,379,4,Returned,0.22
1543,231,2020-07-31,131,2,Cancelled,0.03
1544,337,2021-07-13,265,2,Shipped,0.14
1545,626,2019-10-29,90,1,Cancelled,0.23
1546,443,2018-09-17,195,1,Returned,0.22
1547,813,2022-11-01,499,3,Cancelled,0.19
1548,892,2018-02-19,372,3,Shipped,0.08
1549,277,2018-09-04,420,4,Shipped,0.05
1550,301,2018-01-07,371,4,Cancelled,0.22
1551,516,2021-09-14,357,3,Returned,0.05
1552,288,2019-05-19,51,1,Cancelled,0.27
1553,474,2022-01-27,139,4,Cancelled,0.14
1554,697,2018-06-25,393,1,Shipped,0.29
1555,221,2021-08-04,113,4,Cancelled,0.12
1556,471,2019-07-04,4,4,Returned,0.29
1557,870,2020-08-06,351,1,Returned,0.23
1558,948,2022-01-12,300,2,Cancelled,0.06
1559,93,2022-10-03,185,2,Returned,0.14
1560,564,2018-12-31,108,1,Cancelled,0.21
1561,817,2020-04-09,451,1,Shipped,0.03
1562,472,2020-11-05,36,2,Returned,0.01
1563,394,2021-12-28,403,2,Returned,0.17
1564,259,2019-01-04,140,1,Returned,0.16
1565,534,2019-12-24,351,4,Returned,0.17
1566,635,2021-06-11,432,2,Cancelled,0.12
1567,83,2019-05-06,320,1,Returned,0.03
1568,369,2020-03-05,211,4,Cancelled,0.26
1569,953,2022-05-04,129,1,Returned,0.25
1570,188,2021-01-28,317,4,Cancelled,0.01
1571,934,2018-02-14,278,1,Shipped,0.02
1572,385,2021-08-21,277,1,Returned,0.28
1573,276,2021-03-02,250,4,Shipped,0.12
1574,172,2018-05-28,499,2,Cancelled,0.23
1575,630,2022-10-23,31,4,Shipped,0.06
1576,737,2018-03-01,212,2,Shipped,0.27
1577,278,2021-07-04,464,3,Shipped,0.2
1578,74,2019-11-19,431,1,Returned,0.1
1579,251,2022-07-30,60,3,Cancelled,0.26
1580,18,2021-02-13,363,3,Cancelled,0.29
1581,835,2020-06-07,175,3,Cancelled,0.07
1582,756,2018-03-28,497,2,Returned,0.09
1583,285,2020-06-07,16,4,Returned,0.25
1584,60,2021-08-31,48,1,Shipped,0.14
1585,876,2018-09-18,245,1,Returned,0.14
1586,429,2018-04-25,418,2,Cancelled,0.1
1587,35,2019-05-10,400,1,Cancelled,0.04
1588,276,2022-01-14,125,2,Returned,0.06
1589,580,2021-04-07,74,3,Cancelled,0.01
1590,854,2018-09-03,459,2,Cancelled,0.11
1591,441,2021-09-20,239,3,Cancelled,0.08
1592,551,2022-05-08,183,4,Returned,0.15
1593,308,2018-11-17,82,1,Cancelled,0.19
1594,25,2018-08-26,248,3,Cancelled,0.27
1595,522,2020-10-22,303,1,Cancelled,0.23
1596,10,2022-02-26,222,4,Returned,0.26
1597,825,2020-06-13,145,1,Returned,0.11
1598,913,2021-11-21,183,4,Returned,0.28
1599,166,2020-02-10,59,2,Cancelled,0.01
1600,599,2018-02-09,232,1,Returned,0.25
1601,716,2020-09-15,20,1,Returned,0.22
1602,465,2022-10-12,421,2,Cancelled,0.2
1603,777,2018-09-27,128,4,Shipped,0.26
1604,859,2020-05-21,136,3,Shipped,0.2
1605,9,2022-03-18,394,3,Cancelled,0.25
1606,569,2020-01-31,53,4,Returned,0.13
1607,679,2020-11-04,451,3,Shipped,0.13
1608,360,2020-02-11,381,3,Cancelled,0.08
1609,30,2022-01-29,152,2,Shipped,0.07
1610,201,2020-02-29,470,3,Returned,0
1611,684,2020-01-17,18,2,Returned,0.07
1612,713,2020-10-16,114,1,Shipped,0.15
1613,662,2021-11-11,14,2,Returned,0.07
1614,882,2022-05-23,47,4,Shipped,0.07
1615,437,2022-05-12,132,2,Shipped,0.05
1616,25,2020-09-19,128,3,Shipped,0.07
1617,520,2021-06-21,248,2,Cancelled,0.09
1618,437,2019-12-10,178,4,Shipped,0
1619,655,2021-12-09,53,3,Cancelled,0.22
1620,525,2018-05-01,386,3,Cancelled,0.01
1621,428,2021-12-05,458,2,Returned,0.23
1622,160,2019-02-17,75,2,Shipped,0.13
1623,696,2021-11-08,318,2,Returned,0.21
1624,236,2022-01-12,247,2,Shipped,0.29
1625,685,2020-06-08,296,4,Shipped,0.2
1626,115,2018-11-17,104,3,Returned,0.27
1627,310,2018-08-30,34,1,Shipped,0.12
1628,784,2019-04-27,466,3,Shipped,0.23
1629,173,2022-01-07,87,3,Cancelled,0.21
1630,809,2020-09-15,330,1,Cancelled,0.19
1631,245,2020-01-09,297,1,Returned,0.02
1632,799,2020-10-08,245,1,Cancelled,0.19
1633,16,2019-09-10,419,1,Returned,0.28
1634,210,2021-09-04,22,4,Cancelled,0.09
1635,762,2019-10-18,238,2,Cancelled,0.27
1636,479,2019-01-23,77,3,Shipped,0.09
1637,556,2019-02-02,95,4,Cancelled,0.26
1638,924,2020-09-06,355,1,Shipped,0.19
1639,808,2019-01-17,201,2,Cancelled,0.21
1640,540,2020-02-27,436,1,Shipped,0.01
1641,429,2022-10-17,381,3,Returned,0.2
1642,281,2018-09-10,304,1,Returned,0.23
1643,427,2022-11-03,182,3,Shipped,0.09
1644,288,2019-04-29,479,2,Returned,0.05
1645,318,2018-08-05,49,3,Returned,0.1
1646,702,2021-03-05,225,2,Cancelled,0.14
1647,897,2020-09-04,314,4,Shipped,0.06
1648,485,2021-04-06,417,1,Shipped,0.15
1649,116,2021-06-05,137,1,Returned,0.09
1650,91,2020-12-01,312,3,Cancelled,0.01
1651,51,2021-04-01,106,2,Shipped,0.2
1652,538,2018-09-23,91,3,Returned,0.19
1653,396,2020-02-16,23,3,Cancelled,0.12
1654,373,2022-02-25,220,4,Shipped,0.14
1655,722,2019-01-20,280,2,Cancelled,0.07
1656,147,2022-11-04,132,4,Cancelled,0.2
1657,910,2019-03-22,45,2,Cancelled,0.1
1658,230,2019-04-10,105,1,Cancelled,0.3
1659,591,2022-03-08,80,3,Cancelled,0.11
1660,1000,2018-10-24,15,3,Shipped,0.01
1661,707,2020-02-11,198,4,Cancelled,0.18
1662,656,2021-10-13,117,4,Returned,0.17
1663,806,2020-11-27,38,2,Cancelled,0.24
1664,636,2020-08-04,34,1,Shipped,0.09
1665,202,2022-06-09,92,2,Shipped,0.07
1666,490,2021-03-25,458,3,Returned,0.04
1667,433,2019-07-20,93,2,Returned,0.25
1668,173,2022-11-15,100,4,Returned,0.08
1669,752,2018-10-28,285,1,Returned,0.28
1670,537,2019-08-08,345,2,Shipped,0.01
1671,463,2018-06-29,396,2,Returned,0.29
1672,915,2018-12-30,18,1,Returned,0.02
1673,940,2020-04-22,331,3,Returned,0.22
1674,392,2019-04-28,344,1,Cancelled,0.2
1675,602,2019-10-27,492,1,Shipped,0.12
1676,156,2018-05-03,138,4,Shipped,0.24
1677,837,2019-04-04,472,1,Shipped,0.18
1678,873,2020-06-04,81,1,Cancelled,0.25
1679,11,2018-05-11,34,1,Cancelled,0.18
1680,745,2022-03-20,407,3,Cancelled,0.06
1681,110,2018-08-29,202,2,Cancelled,0.03
1682,938,2020-11-13,384,4,Cancelled,0.23
1683,733,2019-04-06,458,3,Shipped,0.05
1684,330,2022-11-17,185,3,Returned,0.27
1685,182,2018-03-08,369,4,Returned,0.03
1686,776,2020-09-21,240,2,Returned,0.29
1687,626,2018-01-31,221,4,Returned,0.24
1688,375,2018-11-19,213,4,Returned,0.08
1689,832,2019-10-24,25,1,Cancelled,0.05
1690,93,2020-07-14,325,2,Returned,0.17
1691,703,2018-09-03,227,2,Returned,0.23
1692,875,2020-02-04,45,4,Cancelled,0.16
1693,397,2020-12-01,230,1,Returned,0.1
1694,441,2020-10-11,303,3,Returned,0.07
1695,570,2018-02-06,478,1,Cancelled,0.16
1696,911,2022-08-05,137,4,Returned,0.19
1697,905,2018-12-21,161,4,Returned,0.08
1698,734,2020-06-13,141,1,Returned,0.16
1699,791,2018-01-24,270,3,Shipped,0.07
1700,638,2020-06-23,250,1,Shipped,0.23
1701,284,2021-11-22,26,1,Returned,0.22
1702,590,2019-11-27,433,1,Returned,0.02
1703,205,2022-11-12,82,2,Cancelled,0.26
1704,726,2021-10-27,53,3,Returned,0.03
1705,569,2018-08-08,229,3,Shipped,0.11
1706,154,2019-06-19,219,2,Shipped,0.22
1707,140,2019-01-03,78,1,Cancelled,0.17
1708,728,2018-10-22,435,1,Cancelled,0.08
1709,830,2022-01-20,209,1,Cancelled,0.16
1710,74,2019-02-01,498,4,Returned,0.08
1711,113,2018-06-22,292,2,Cancelled,0.18
1712,804,2020-10-12,292,1,Returned,0.14
1713,930,2021-01-15,456,3,Returned,0.16
1714,942,2022-10-09,21,3,Shipped,0.28
1715,767,2022-05-09,338,4,Returned,0.15
1716,13,2018-10-25,86,4,Cancelled,0.17
1717,982,2018-03-08,487,3,Shipped,0.25
1718,105,2021-05-26,402,2,Shipped,0.08
1719,134,2022-05-23,333,3,Cancelled,0.13
1720,425,2020-01-28,172,1,Shipped,0.14
1721,311,2022-02-22,444,3,Returned,0.07
1722,476,2020-03-15,301,2,Shipped,0.2
1723,40,2019-05-29,185,3,Returned,0.08
1724,491,2021-10-18,312,1,Cancelled,0.13
1725,477,2022-07-13,182,1,Cancelled,0.11
1726,742,2020-03-22,312,1,Shipped,0.21
1727,711,2019-03-08,141,4,Returned,0.1
1728,892,2020-07-26,112,1,Returned,0.2
1729,590,2022-01-14,346,1,Shipped,0.19
1730,915,2021-09-09,253,2,Shipped,0.17
1731,739,2018-08-17,189,4,Cancelled,0.14
1732,391,2022-09-08,95,3,Shipped,0.25
1733,930,2018-07-23,216,1,Cancelled,0.16
1734,354,2018-12-03,11,2,Shipped,0.09
1735,181,2021-08-01,144,2,Shipped,0.08
1736,310,2018-03-28,21,3,Returned,0.27
1737,49,2022-04-08,267,3,Shipped,0.11
1738,140,2019-11-15,163,4,Returned,0.18
1739,978,2019-10-15,424,3,Shipped,0.24
1740,375,2020-07-20,311,4,Returned,0.16
1741,391,2022-02-26,449,3,Cancelled,0.18
1742,665,2019-11-18,120,1,Cancelled,0.25
1743,121,2018-05-10,110,2,Cancelled,0.08
1744,900,2022-05-07,391,1,Returned,0.24
1745,818,2022-04-19,150,3,Cancelled,0.08
1746,65,2021-04-02,314,3,Returned,0.04
1747,264,2018-02-24,478,4,Cancelled,0.25
1748,883,2018-03-03,45,3,Shipped,0.2
1749,251,2019-07-10,221,4,Shipped,0.07
1750,948,2022-04-28,32,4,Cancelled,0.11
1751,266,2022-04-10,54,1,Returned,0.3
1752,22,2019-06-04,4,1,Shipped,0.02
1753,615,2020-04-08,104,2,Shipped,0.23
1754,633,2018-07-23,84,2,Shipped,0.17
1755,112,2022-03-24,64,2,Returned,0.18
1756,999,2021-02-24,390,3,Shipped,0.07
1757,178,2021-01-22,398,1,Returned,0.18
1758,967,2022-09-13,20,4,Shipped,0.05
1759,468,2020-09-15,23,1,Shipped,0.17
1760,342,2020-09-03,137,3,Cancelled,0.24
1761,754,2021-03-05,225,2,Shipped,0
1762,20,2018-11-21,344,1,Cancelled,0.18
1763,517,2021-08-06,26,1,Cancelled,0.08
1764,864,2022-08-26,326,2,Cancelled,0.09
1765,529,2020-01-13,177,3,Returned,0.1
1766,248,2018-06-20,30,1,Returned,0.03
1767,306,2018-04-21,309,3,Shipped,0.16
1768,361,2022-09-03,429,3,Cancelled,0.25
1769,364,2018-11-29,157,3,Shipped,0.1
1770,750,2022-06-26,264,3,Returned,0.2
1771,209,2019-03-17,59,3,Returned,0.19
1772,566,2022-07-14,401,2,Shipped,0.29
1773,639,2021-08-05,232,4,Returned,0.28
1774,746,2020-06-05,453,2,Shipped,0.27
1775,989,2018-05-22,236,1,Cancelled,0.25
1776,368,2021-07-21,195,4,Shipped,0.13
1777,267,2020-04-11,418,1,Cancelled,0.28
1778,287,2019-12-18,260,2,Returned,0.17
1779,919,2018-09-30,145,1,Returned,0.16
1780,919,2021-03-15,403,3,Shipped,0.24
1781,107,2020-04-19,27,2,Cancelled,0.18
1782,642,2019-06-20,160,2,Returned,0.3
1783,293,2021-12-16,146,2,Shipped,0.14
1784,251,2022-08-27,244,1,Shipped,0.1
1785,217,2021-01-22,30,4,Shipped,0.12
1786,25,2020-05-27,240,1,Cancelled,0.2
1787,252,2022-06-29,282,1,Cancelled,0.17
1788,592,2020-04-01,46,4,Cancelled,0.3
1789,829,2021-09-27,128,1,Shipped,0.27
1790,316,2020-06-21,50,2,Shipped,0.23
1791,616,2019-10-14,197,4,Returned,0.18
1792,294,2020-11-28,432,1,Shipped,0.2
1793,183,2020-11-22,156,2,Shipped,0.16
1794,350,2021-04-14,391,1,Returned,0.05
1795,309,2019-06-29,248,4,Shipped,0.19
1796,669,2020-11-10,71,2,Shipped,0.26
1797,85,2019-04-17,315,2,Returned,0.24
1798,597,2019-01-25,401,4,Cancelled,0.01
1799,338,2021-03-12,431,3,Cancelled,0.02
1800,725,2021-10-01,416,4,Cancelled,0.24
1801,578,2019-05-28,382,2,Shipped,0.07
