order_id,customer_id,order_date,product_id,quantity,order_status,discount,return_id,return_reason,feedback
1059,738,2018-06-22,12,4,Returned,0.19,374,Incorrect item,Delayed refund
1060,693,2018-01-29,458,1,Returned,0.2,375,Not satisfied,Happy with return
1068,236,2020-04-12,434,1,Returned,0.09,376,Not satisfied,Quick process
1069,495,2020-04-25,26,2,Returned,0.04,377,Incorrect item,Delayed refund
1070,953,2018-11-26,182,3,Returned,0.26,378,Incorrect item,Happy with return
1072,296,2018-07-19,345,4,Returned,0.01,379,Damaged,Happy with return
1074,23,2018-05-05,137,3,Returned,0.02,380,Damaged,Delayed refund
1077,723,2019-03-03,477,4,Returned,0.03,381,Incorrect item,Quick process
1080,329,2020-05-20,486,3,Returned,0.26,382,Incorrect item,Quick process
1081,411,2020-08-30,309,3,Returned,0.23,383,Incorrect item,Delayed refund
1082,16,2018-09-16,332,4,Returned,0.18,384,Not satisfied,Happy with return
1084,412,2022-10-17,443,1,Returned,0.15,385,Not satisfied,Delayed refund
1085,407,2022-04-04,394,4,Returned,0.23,386,Not satisfied,Happy with return
1089,216,2021-07-14,445,4,Returned,0.27,387,Not satisfied,Delayed refund
1106,43,2020-01-15,451,3,Returned,0.04,388,Incorrect item,Happy with return
1111,7,2021-05-27,99,3,Returned,0.16,389,Incorrect item,Delayed refund
1115,588,2022-12-14,480,1,Returned,0.26,390,Damaged,Happy with return
1116,925,2022-09-14,429,2,Returned,0.1,391,Not satisfied,Happy with return
1119,870,2021-05-08,278,1,Returned,0.27,392,Incorrect item,Delayed refund
1121,591,2019-01-04,155,1,Returned,0.02,393,Damaged,Quick process
1126,397,2022-11-02,401,3,Returned,0.22,394,Not satisfied,Happy with return
1129,737,2019-10-04,131,2,Returned,0.12,395,Damaged,Happy with return
1132,389,2022-05-29,89,2,Returned,0.05,396,Incorrect item,Delayed refund
1133,590,2022-11-22,318,1,Returned,0.27,397,Not satisfied,Quick process
1139,565,2021-03-25,373,2,Returned,0.14,398,Not satisfied,Happy with return
1140,346,2020-03-02,473,2,Returned,0.06,399,Not satisfied,Delayed refund
1145,718,2020-10-24,467,2,Returned,0.3,400,Incorrect item,Quick process
1146,437,2020-02-01,451,4,Returned,0.22,401,Not satisfied,Happy with return
1149,975,2019-03-04,143,4,Returned,0.16,402,Not satisfied,Delayed refund
1155,619,2018-06-14,364,3,Returned,0.05,403,Not satisfied,Happy with return
1157,307,2018-05-20,477,1,Returned,0.28,404,Not satisfied,Delayed refund
1158,239,2022-11-18,174,2,Returned,0.14,405,Incorrect item,Delayed refund
1164,279,2018-04-04,288,3,Returned,0.27,406,Not satisfied,Quick process
1166,567,2022-03-22,114,3,Returned,0.27,407,Incorrect item,Delayed refund
1174,261,2020-06-12,11,3,Returned,0.26,408,Incorrect item,Delayed refund
1176,53,2020-06-09,58,3,Returned,0.22,409,Incorrect item,Delayed refund
1179,967,2019-10-24,492,4,Returned,0.14,410,Not satisfied,Happy with return
1181,316,2020-06-06,301,4,Returned,0.28,411,Not satisfied,Delayed refund
1190,123,2018-11-07,171,3,Returned,0.02,412,Not satisfied,Delayed refund
1192,585,2021-06-20,84,2,Returned,0.09,413,Damaged,Quick process
1197,752,2019-06-10,434,4,Returned,0.03,414,Not satisfied,Delayed refund
1199,186,2022-01-04,280,2,Returned,0.16,415,Damaged,Quick process
1200,423,2018-06-04,321,2,Returned,0.25,416,Incorrect item,Delayed refund
1202,50,2022-09-06,149,2,Returned,0.06,417,Damaged,Quick process
1210,74,2021-06-02,50,1,Returned,0.27,418,Incorrect item,Happy with return
1213,549,2018-12-17,69,3,Returned,0.11,419,Incorrect item,Quick process
1215,808,2022-09-19,345,1,Returned,0.26,420,Incorrect item,Quick process
1218,627,2020-07-22,128,1,Returned,0.18,421,Damaged,Quick process
1220,514,2020-05-11,270,4,Returned,0.01,422,Incorrect item,Delayed refund
1222,310,2018-04-23,326,2,Returned,0.09,423,Not satisfied,Delayed refund
1223,314,2018-07-10,398,3,Returned,0.19,424,Damaged,Happy with return
1225,649,2018-08-08,198,4,Returned,0.02,425,Incorrect item,Delayed refund
1226,788,2022-01-01,53,3,Returned,0.07,426,Incorrect item,Happy with return
1227,300,2019-02-22,321,1,Returned,0.07,427,Incorrect item,Quick process
1228,389,2020-03-11,50,3,Returned,0.26,428,Damaged,Delayed refund
1231,339,2018-10-14,242,4,Returned,0.19,429,Incorrect item,Happy with return
1232,360,2018-12-10,11,4,Returned,0.05,430,Incorrect item,Quick process
1238,644,2021-03-10,296,3,Returned,0.24,431,Not satisfied,Quick process
1241,715,2018-07-15,251,3,Returned,0.09,432,Not satisfied,Quick process
1242,274,2018-04-27,114,2,Returned,0.19,433,Not satisfied,Quick process
1248,653,2019-11-30,48,4,Returned,0.1,434,Damaged,Quick process
1255,186,2021-01-18,105,4,Returned,0.17,435,Not satisfied,Happy with return
1260,35,2022-05-09,200,1,Returned,0.29,436,Incorrect item,Delayed refund
1270,78,2021-11-08,310,3,Returned,0.07,437,Damaged,Happy with return
1271,807,2022-12-12,430,2,Returned,0.18,438,Not satisfied,Quick process
1273,759,2021-07-13,271,3,Returned,0.19,439,Damaged,Happy with return
1275,789,2022-01-17,345,1,Returned,0.02,440,Damaged,Happy with return
1277,60,2021-03-10,453,1,Returned,0.09,441,Incorrect item,Quick process
1278,258,2022-09-06,409,1,Returned,0.25,442,Incorrect item,Quick process
1293,746,2018-02-09,85,3,Returned,0.01,443,Incorrect item,Quick process
1296,235,2018-04-14,11,3,Returned,0.2,444,Not satisfied,Delayed refund
1302,134,2022-03-15,355,2,Returned,0.24,445,Incorrect item,Delayed refund
1304,146,2019-02-23,494,3,Returned,0.03,446,Incorrect item,Quick process
1306,221,2020-12-27,259,3,Returned,0.28,447,Damaged,Happy with return
1313,347,2020-11-06,214,1,Returned,0.21,448,Damaged,Quick process
1315,668,2021-09-09,315,4,Returned,0.02,449,Incorrect item,Happy with return
1316,652,2020-02-25,384,3,Returned,0.05,450,Damaged,Happy with return
1319,781,2018-01-09,75,4,Returned,0.07,451,Incorrect item,Delayed refund
1321,924,2021-07-10,15,2,Returned,0.18,452,Damaged,Delayed refund
1329,612,2020-06-19,430,3,Returned,0.09,453,Incorrect item,Quick process
1334,921,2019-03-26,415,3,Returned,0.29,454,Damaged,Delayed refund
1339,670,2020-09-03,491,3,Returned,0.2,455,Damaged,Delayed refund
1341,356,2022-02-11,355,2,Returned,0.11,456,Incorrect item,Delayed refund
1342,730,2018-04-07,94,2,Returned,0.1,457,Damaged,Happy with return
1343,863,2019-09-01,232,1,Returned,0.14,458,Incorrect item,Quick process
1346,644,2018-12-12,457,3,Returned,0.02,459,Damaged,Quick process
1347,16,2021-06-24,187,4,Returned,0.06,460,Damaged,Quick process
1348,441,2022-02-06,321,2,Returned,0.07,461,Damaged,Happy with return
1353,158,2020-02-16,15,2,Returned,0.09,462,Not satisfied,Quick process
1354,288,2022-08-01,276,3,Returned,0.07,463,Not satisfied,Happy with return
1355,849,2022-12-07,9,3,Returned,0.04,464,Damaged,Delayed refund
1356,681,2021-10-12,326,2,Returned,0.27,465,Incorrect item,Happy with return
1359,430,2021-05-25,77,2,Returned,0.08,466,Damaged,Delayed refund
1360,839,2022-02-22,120,4,Returned,0.06,467,Damaged,Quick process
1368,94,2021-03-22,174,4,Returned,0.3,468,Damaged,Happy with return
1371,541,2019-11-30,34,3,Returned,0.15,469,Incorrect item,Quick process
1376,361,2019-03-20,324,2,Returned,0.26,470,Not satisfied,Delayed refund
1385,769,2021-08-25,425,1,Returned,0.06,471,Not satisfied,Delayed refund
1390,934,2018-11-21,369,3,Returned,0.19,472,Not satisfied,Delayed refund
1391,314,2021-11-27,12,4,Returned,0.22,473,Incorrect item,Delayed refund
1398,866,2021-12-14,74,2,Returned,0.24,474,Incorrect item,Happy with return
1399,50,2019-05-14,6,2,Returned,0.12,475,Incorrect item,Delayed refund
1400,626,2018-08-06,358,4,Returned,0.23,476,Not satisfied,Delayed refund
1402,452,2022-03-03,174,2,Returned,0.02,477,Not satisfied,Delayed refund
1404,602,2021-12-18,55,2,Returned,0.23,478,Incorrect item,Quick process
1408,38,2019-05-16,182,2,Returned,0.05,479,Not satisfied,Delayed refund
1412,289,2022-03-31,403,4,Returned,0.22,480,Not satisfied,Happy with return
1413,248,2018-10-28,48,4,Returned,0.29,481,Damaged,Delayed refund
1417,439,2020-03-06,116,4,Returned,0.2,482,Not satisfied,Quick process
1419,381,2018-07-27,480,3,Returned,0,483,Incorrect item,Delayed refund
1420,75,2019-04-23,470,2,Returned,0.27,484,Incorrect item,Quick process
1421,383,2021-01-16,483,2,Returned,0.2,485,Damaged,Happy with return
1429,917,2018-05-03,293,3,Returned,0.13,486,Incorrect item,Happy with return
1434,579,2022-10-19,130,3,Returned,0.02,487,Not satisfied,Delayed refund
1435,312,2022-02-11,168,4,Returned,0.13,488,Damaged,Happy with return
1437,516,2021-07-04,139,2,Returned,0.04,489,Not satisfied,Happy with return
1438,757,2020-08-12,228,4,Returned,0.25,490,Incorrect item,Delayed refund
1441,279,2022-03-19,232,1,Returned,0.23,491,Damaged,Happy with return
1445,208,2019-12-23,494,4,Returned,0.16,492,Incorrect item,Quick process
1446,506,2022-11-05,438,2,Returned,0.13,493,Incorrect item,Quick process
1447,301,2022-07-16,79,4,Returned,0.15,494,Damaged,Delayed refund
1448,309,2019-08-24,191,3,Returned,0.29,495,Damaged,Quick process
1450,370,2018-01-24,276,4,Returned,0.2,496,Incorrect item,Delayed refund
1453,884,2022-01-11,257,4,Returned,0.05,497,Damaged,Quick process
1460,297,2020-11-18,42,4,Returned,0.15,498,Incorrect item,Happy with return
1461,189,2020-03-09,22,1,Returned,0.28,499,Damaged,Delayed refund
1464,161,2022-01-18,292,3,Returned,0.25,500,Incorrect item,Delayed refund
1465,85,2020-11-08,239,2,Returned,0.29,501,Damaged,Happy with return
1466,381,2019-05-21,450,4,Returned,0.14,502,Not satisfied,Happy with return
1468,378,2022-08-25,217,1,Returned,0.23,503,Damaged,Quick process
1471,290,2018-02-05,129,2,Returned,0.07,504,Not satisfied,Quick process
1474,747,2019-08-30,195,1,Returned,0.26,505,Not satisfied,Quick process
1476,125,2020-08-18,347,4,Returned,0.04,506,Incorrect item,Quick process
1479,517,2021-09-24,318,4,Returned,0.21,507,Not satisfied,Happy with return
1480,802,2019-01-06,284,3,Returned,0.16,508,Not satisfied,Delayed refund
1485,194,2020-01-08,404,4,Returned,0.3,509,Damaged,Delayed refund
1490,141,2019-10-30,182,1,Returned,0.03,510,Damaged,Delayed refund
1500,359,2020-08-22,156,3,Returned,0.19,511,Not satisfied,Happy with return
1503,267,2021-05-31,31,1,Returned,0.27,512,Not satisfied,Quick process
1508,843,2019-07-16,62,3,Returned,0.04,513,Incorrect item,Quick process
1509,410,2018-09-17,231,4,Returned,0.27,514,Incorrect item,Delayed refund
1523,771,2019-03-07,365,2,Returned,0.11,515,Not satisfied,Quick process
1527,3,2021-03-13,147,4,Returned,0.14,516,Damaged,Happy with return
1530,874,2022-11-16,249,4,Returned,0.28,517,Damaged,Happy with return
1532,718,2020-10-04,105,2,Returned,0.13,518,Incorrect item,Happy with return
1533,951,2019-11-20,15,3,Returned,0.18,519,Damaged,Delayed refund
1537,40,2020-02-12,168,4,Returned,0.03,520,Not satisfied,Happy with return
1538,845,2022-07-27,327,3,Returned,0.13,521,Damaged,Quick process
1539,126,2018-12-26,127,2,Returned,0.25,522,Not satisfied,Quick process
1540,805,2020-11-18,203,4,Returned,0.12,523,Incorrect item,Quick process
1542,833,2019-12-20,379,4,Returned,0.22,524,Damaged,Delayed refund
1546,443,2018-09-17,195,1,Returned,0.22,525,Incorrect item,Delayed refund
1551,516,2021-09-14,357,3,Returned,0.05,526,Damaged,Delayed refund
1556,471,2019-07-04,4,4,Returned,0.29,527,Damaged,Happy with return
1557,870,2020-08-06,351,1,Returned,0.23,528,Incorrect item,Happy with return
1559,93,2022-10-03,185,2,Returned,0.14,529,Incorrect item,Delayed refund
1562,472,2020-11-05,36,2,Returned,0.01,530,Not satisfied,Quick process
1563,394,2021-12-28,403,2,Returned,0.17,531,Damaged,Quick process
1564,259,2019-01-04,140,1,Returned,0.16,532,Incorrect item,Happy with return
1565,534,2019-12-24,351,4,Returned,0.17,533,Damaged,Happy with return
1567,83,2019-05-06,320,1,Returned,0.03,534,Not satisfied,Quick process
1569,953,2022-05-04,129,1,Returned,0.25,535,Incorrect item,Quick process
1572,385,2021-08-21,277,1,Returned,0.28,536,Not satisfied,Delayed refund
1578,74,2019-11-19,431,1,Returned,0.1,537,Damaged,Happy with return
1582,756,2018-03-28,497,2,Returned,0.09,538,Not satisfied,Quick process
1583,285,2020-06-07,16,4,Returned,0.25,539,Damaged,Quick process
1585,876,2018-09-18,245,1,Returned,0.14,540,Damaged,Delayed refund
1588,276,2022-01-14,125,2,Returned,0.06,541,Not satisfied,Quick process
1592,551,2022-05-08,183,4,Returned,0.15,542,Damaged,Quick process
1596,10,2022-02-26,222,4,Returned,0.26,543,Damaged,Quick process
1597,825,2020-06-13,145,1,Returned,0.11,544,Incorrect item,Delayed refund
1598,913,2021-11-21,183,4,Returned,0.28,545,Damaged,Delayed refund
1600,599,2018-02-09,232,1,Returned,0.25,546,Incorrect item,Happy with return
1601,716,2020-09-15,20,1,Returned,0.22,547,Not satisfied,Happy with return
1606,569,2020-01-31,53,4,Returned,0.13,548,Incorrect item,Happy with return
1610,201,2020-02-29,470,3,Returned,0,549,Incorrect item,Quick process
1611,684,2020-01-17,18,2,Returned,0.07,550,Incorrect item,Delayed refund
1613,662,2021-11-11,14,2,Returned,0.07,551,Not satisfied,Delayed refund
1621,428,2021-12-05,458,2,Returned,0.23,552,Incorrect item,Quick process
1623,696,2021-11-08,318,2,Returned,0.21,553,Damaged,Delayed refund
1626,115,2018-11-17,104,3,Returned,0.27,554,Incorrect item,Happy with return
1631,245,2020-01-09,297,1,Returned,0.02,555,Not satisfied,Happy with return
1633,16,2019-09-10,419,1,Returned,0.28,556,Incorrect item,Quick process
1641,429,2022-10-17,381,3,Returned,0.2,557,Damaged,Delayed refund
1642,281,2018-09-10,304,1,Returned,0.23,558,Incorrect item,Happy with return
1644,288,2019-04-29,479,2,Returned,0.05,559,Damaged,Quick process
1645,318,2018-08-05,49,3,Returned,0.1,560,Incorrect item,Delayed refund
1649,116,2021-06-05,137,1,Returned,0.09,561,Not satisfied,Quick process
1652,538,2018-09-23,91,3,Returned,0.19,562,Not satisfied,Happy with return
1662,656,2021-10-13,117,4,Returned,0.17,563,Not satisfied,Delayed refund
1666,490,2021-03-25,458,3,Returned,0.04,564,Incorrect item,Quick process
1667,433,2019-07-20,93,2,Returned,0.25,565,Not satisfied,Quick process
1668,173,2022-11-15,100,4,Returned,0.08,566,Not satisfied,Happy with return
1669,752,2018-10-28,285,1,Returned,0.28,567,Not satisfied,Delayed refund
1671,463,2018-06-29,396,2,Returned,0.29,568,Not satisfied,Quick process
1672,915,2018-12-30,18,1,Returned,0.02,569,Not satisfied,Quick process
1673,940,2020-04-22,331,3,Returned,0.22,570,Incorrect item,Quick process
1684,330,2022-11-17,185,3,Returned,0.27,571,Not satisfied,Happy with return
1685,182,2018-03-08,369,4,Returned,0.03,572,Incorrect item,Happy with return
1686,776,2020-09-21,240,2,Returned,0.29,573,Damaged,Delayed refund
1687,626,2018-01-31,221,4,Returned,0.24,574,Damaged,Delayed refund
1688,375,2018-11-19,213,4,Returned,0.08,575,Incorrect item,Quick process
1690,93,2020-07-14,325,2,Returned,0.17,576,Incorrect item,Happy with return
1691,703,2018-09-03,227,2,Returned,0.23,577,Damaged,Happy with return
1693,397,2020-12-01,230,1,Returned,0.1,578,Damaged,Delayed refund
1694,441,2020-10-11,303,3,Returned,0.07,579,Damaged,Happy with return
1696,911,2022-08-05,137,4,Returned,0.19,580,Damaged,Delayed refund
1697,905,2018-12-21,161,4,Returned,0.08,581,Not satisfied,Delayed refund
1698,734,2020-06-13,141,1,Returned,0.16,582,Damaged,Quick process
1701,284,2021-11-22,26,1,Returned,0.22,583,Incorrect item,Delayed refund
1702,590,2019-11-27,433,1,Returned,0.02,584,Incorrect item,Quick process
1704,726,2021-10-27,53,3,Returned,0.03,585,Damaged,Delayed refund
1710,74,2019-02-01,498,4,Returned,0.08,586,Damaged,Happy with return
1712,804,2020-10-12,292,1,Returned,0.14,587,Incorrect item,Happy with return
1713,930,2021-01-15,456,3,Returned,0.16,588,Not satisfied,Happy with return
1715,767,2022-05-09,338,4,Returned,0.15,589,Incorrect item,Happy with return
1721,311,2022-02-22,444,3,Returned,0.07,590,Damaged,Delayed refund
1723,40,2019-05-29,185,3,Returned,0.08,591,Incorrect item,Delayed refund
1727,711,2019-03-08,141,4,Returned,0.1,592,Not satisfied,Happy with return
1728,892,2020-07-26,112,1,Returned,0.2,593,Damaged,Quick process
1736,310,2018-03-28,21,3,Returned,0.27,594,Damaged,Quick process
1738,140,2019-11-15,163,4,Returned,0.18,595,Not satisfied,Delayed refund
1740,375,2020-07-20,311,4,Returned,0.16,596,Not satisfied,Happy with return
1744,900,2022-05-07,391,1,Returned,0.24,597,Incorrect item,Quick process
1746,65,2021-04-02,314,3,Returned,0.04,598,Not satisfied,Delayed refund
1751,266,2022-04-10,54,1,Returned,0.3,599,Damaged,Delayed refund
1755,112,2022-03-24,64,2,Returned,0.18,600,Damaged,Quick process
1757,178,2021-01-22,398,1,Returned,0.18,601,Damaged,Happy with return
1765,529,2020-01-13,177,3,Returned,0.1,602,Not satisfied,Delayed refund
1766,248,2018-06-20,30,1,Returned,0.03,603,Incorrect item,Delayed refund
1770,750,2022-06-26,264,3,Returned,0.2,604,Incorrect item,Quick process
1771,209,2019-03-17,59,3,Returned,0.19,605,Not satisfied,Quick process
1773,639,2021-08-05,232,4,Returned,0.28,606,Incorrect item,Delayed refund
1778,287,2019-12-18,260,2,Returned,0.17,607,Damaged,Happy with return
1779,919,2018-09-30,145,1,Returned,0.16,608,Damaged,Quick process
1782,642,2019-06-20,160,2,Returned,0.3,609,Not satisfied,Happy with return
1791,616,2019-10-14,197,4,Returned,0.18,610,Not satisfied,Happy with return
1794,350,2021-04-14,391,1,Returned,0.05,611,Damaged,Quick process
1797,85,2019-04-17,315,2,Returned,0.24,612,Damaged,Quick process
1802,762,2020-08-03,393,1,Returned,0.14,613,Damaged,Delayed refund
1804,335,2021-12-05,355,4,Returned,0.07,614,Damaged,Happy with return
1807,444,2018-09-17,255,1,Returned,0.13,615,Not satisfied,Delayed refund
1809,104,2020-07-23,280,2,Returned,0.07,616,Not satisfied,Quick process
1811,146,2022-06-20,387,1,Returned,0.02,617,Incorrect item,Delayed refund
1812,387,2022-12-05,465,2,Returned,0.18,618,Not satisfied,Happy with return
1813,393,2022-01-17,93,4,Returned,0.02,619,Incorrect item,Delayed refund
1815,461,2018-07-09,238,4,Returned,0.04,620,Not satisfied,Delayed refund
1816,809,2018-09-04,296,4,Returned,0.15,621,Not satisfied,Delayed refund
1823,724,2021-05-09,381,3,Returned,0.24,622,Damaged,Quick process
1826,16,2022-07-17,381,4,Returned,0.01,623,Damaged,Quick process
1830,911,2018-07-16,172,4,Returned,0.16,624,Not satisfied,Delayed refund
1831,401,2018-01-29,427,3,Returned,0.02,625,Not satisfied,Delayed refund
1836,8,2020-01-01,330,4,Returned,0.28,626,Not satisfied,Happy with return
1839,700,2021-08-06,117,4,Returned,0.02,627,Damaged,Quick process
1840,795,2019-06-07,89,3,Returned,0.28,628,Incorrect item,Happy with return
1847,407,2018-02-26,56,1,Returned,0.27,629,Incorrect item,Happy with return
1848,958,2019-08-29,475,3,Returned,0.27,630,Incorrect item,Quick process
1850,442,2019-05-27,204,1,Returned,0.05,631,Incorrect item,Quick process
1852,851,2020-01-19,359,2,Returned,0,632,Incorrect item,Delayed refund
1853,262,2019-07-30,202,3,Returned,0.13,633,Incorrect item,Delayed refund
1860,941,2021-08-29,337,3,Returned,0.27,634,Not satisfied,Happy with return
1864,669,2019-03-03,117,2,Returned,0.25,635,Incorrect item,Happy with return
1865,260,2019-03-18,383,3,Returned,0.07,636,Not satisfied,Happy with return
1866,212,2019-09-24,442,2,Returned,0.27,637,Damaged,Happy with return
1868,447,2021-01-12,224,3,Returned,0.26,638,Damaged,Happy with return
1873,502,2022-03-30,284,2,Returned,0.26,639,Not satisfied,Quick process
1875,866,2018-05-18,286,1,Returned,0.26,640,Incorrect item,Delayed refund
1880,771,2018-01-12,38,2,Returned,0.29,641,Not satisfied,Delayed refund
1885,869,2019-05-13,287,2,Returned,0.18,642,Incorrect item,Delayed refund
1886,696,2022-02-03,197,1,Returned,0,643,Not satisfied,Quick process
1889,746,2020-02-15,221,3,Returned,0.18,644,Damaged,Quick process
1895,376,2021-06-07,411,1,Returned,0.15,645,Incorrect item,Happy with return
1898,852,2021-10-19,324,2,Returned,0.12,646,Incorrect item,Quick process
1899,34,2021-12-05,222,3,Returned,0.18,647,Incorrect item,Happy with return
1905,533,2018-12-17,54,1,Returned,0.04,648,Not satisfied,Delayed refund
1909,555,2021-07-03,255,3,Returned,0.05,649,Damaged,Quick process
1913,460,2022-03-04,164,4,Returned,0.28,650,Damaged,Happy with return
1915,951,2021-07-16,297,2,Returned,0.13,651,Not satisfied,Quick process
1921,217,2018-03-28,115,1,Returned,0.12,652,Incorrect item,Happy with return
1924,814,2022-10-31,396,3,Returned,0.03,653,Not satisfied,Quick process
1930,949,2019-12-29,412,4,Returned,0.1,654,Incorrect item,Happy with return
1936,847,2019-04-28,176,3,Returned,0.15,655,Not satisfied,Happy with return
1939,32,2020-06-01,425,1,Returned,0.25,656,Damaged,Quick process
1947,473,2019-02-20,489,2,Returned,0.29,657,Incorrect item,Delayed refund
1950,744,2021-11-24,19,3,Returned,0.01,658,Incorrect item,Happy with return
1952,537,2022-07-07,476,1,Returned,0.2,659,Incorrect item,Happy with return
1954,560,2020-01-07,245,1,Returned,0.1,660,Not satisfied,Happy with return
1957,672,2018-10-07,330,3,Returned,0.09,661,Not satisfied,Quick process
1965,329,2018-10-05,97,3,Returned,0.01,662,Incorrect item,Delayed refund
1966,643,2021-07-06,303,4,Returned,0.07,663,Not satisfied,Delayed refund
1967,518,2021-08-03,248,1,Returned,0.2,664,Incorrect item,Happy with return
1969,764,2020-06-29,380,2,Returned,0.04,665,Damaged,Delayed refund
1973,354,2022-12-26,302,1,Returned,0.09,666,Not satisfied,Quick process
1975,443,2018-11-08,322,3,Returned,0.2,667,Not satisfied,Delayed refund
1978,77,2020-07-22,225,3,Returned,0.2,668,Damaged,Delayed refund
1981,876,2022-02-13,396,1,Returned,0.04,669,Not satisfied,Quick process
1985,295,2018-04-18,270,1,Returned,0.1,670,Damaged,Happy with return
1986,111,2022-06-24,178,2,Returned,0.15,671,Damaged,Happy with return
1989,432,2018-03-03,459,4,Returned,0.04,672,Damaged,Delayed refund
1992,315,2019-12-21,448,2,Returned,0.04,673,Damaged,Happy with return
1994,840,2021-02-17,183,1,Returned,0.13,674,Incorrect item,Delayed refund
1997,229,2018-12-10,42,2,Returned,0.12,675,Not satisfied,Quick process
1998,456,2022-10-14,7,2,Returned,0.18,676,Incorrect item,Happy with return
2008,691,2019-04-17,434,1,Returned,0.23,677,Incorrect item,Delayed refund
2014,248,2019-05-14,2,3,Returned,0.12,678,Not satisfied,Delayed refund
2025,527,2019-11-13,143,3,Returned,0.12,679,Not satisfied,Quick process
2035,99,2022-09-24,412,2,Returned,0.12,680,Damaged,Quick process
2038,198,2020-03-02,120,4,Returned,0.06,681,Damaged,Happy with return
2039,39,2020-08-12,453,3,Returned,0.09,682,Damaged,Delayed refund
2040,345,2020-11-17,375,2,Returned,0.25,683,Not satisfied,Delayed refund
2041,895,2020-02-12,151,3,Returned,0.24,684,Not satisfied,Quick process
2042,233,2018-05-29,201,3,Returned,0.28,685,Incorrect item,Quick process
2047,238,2019-08-23,266,1,Returned,0.15,686,Incorrect item,Happy with return
2050,714,2020-01-14,223,2,Returned,0.26,687,Incorrect item,Delayed refund
2057,450,2019-07-18,125,4,Returned,0.27,688,Damaged,Delayed refund
2061,296,2022-03-12,421,4,Returned,0.19,689,Damaged,Quick process
2064,811,2020-10-22,452,4,Returned,0.08,690,Damaged,Delayed refund
2065,822,2018-02-12,33,4,Returned,0.3,691,Damaged,Quick process
2071,939,2019-12-24,21,4,Returned,0.15,692,Not satisfied,Delayed refund
2074,8,2018-08-31,212,4,Returned,0.25,693,Damaged,Happy with return
2079,430,2019-07-16,261,2,Returned,0.01,694,Incorrect item,Happy with return
2081,284,2020-12-17,85,4,Returned,0.18,695,Damaged,Delayed refund
2084,745,2020-03-26,347,4,Returned,0.2,696,Not satisfied,Happy with return
2085,601,2022-05-23,194,1,Returned,0.27,697,Incorrect item,Delayed refund
2099,158,2022-04-24,456,1,Returned,0.25,698,Damaged,Happy with return
2102,478,2019-09-08,480,3,Returned,0.07,699,Damaged,Quick process
2105,935,2021-12-27,85,4,Returned,0.16,700,Incorrect item,Happy with return
2107,982,2019-10-05,185,2,Returned,0.25,701,Not satisfied,Happy with return
2110,435,2018-11-15,32,4,Returned,0.09,702,Incorrect item,Happy with return
2113,86,2020-01-26,440,2,Returned,0.26,703,Damaged,Happy with return
2117,958,2021-10-05,305,3,Returned,0.21,704,Not satisfied,Quick process
2124,546,2021-04-16,145,1,Returned,0.18,705,Incorrect item,Delayed refund
2133,601,2022-06-10,75,2,Returned,0.07,706,Not satisfied,Happy with return
2134,926,2020-03-04,299,1,Returned,0.14,707,Incorrect item,Happy with return
2135,433,2021-03-13,417,3,Returned,0.06,708,Damaged,Happy with return
2136,201,2020-05-04,214,4,Returned,0.14,709,Incorrect item,Quick process
2139,657,2021-07-10,89,1,Returned,0.06,710,Not satisfied,Happy with return
2144,415,2019-02-05,294,4,Returned,0.04,711,Damaged,Happy with return
2145,934,2019-07-02,275,1,Returned,0.3,712,Damaged,Delayed refund
2148,36,2022-11-19,283,1,Returned,0.04,713,Not satisfied,Quick process
2149,612,2022-07-29,233,1,Returned,0.25,714,Not satisfied,Quick process
2150,351,2022-05-13,410,2,Returned,0.24,715,Incorrect item,Delayed refund
2152,703,2021-10-17,192,3,Returned,0.25,716,Damaged,Delayed refund
2153,391,2020-07-14,458,1,Returned,0.02,717,Damaged,Delayed refund
2156,620,2019-11-12,382,3,Returned,0.04,718,Damaged,Quick process
2161,377,2018-10-02,345,3,Returned,0.07,719,Not satisfied,Delayed refund
2163,280,2020-01-09,347,3,Returned,0.11,720,Damaged,Quick process
2164,881,2019-12-10,159,3,Returned,0.11,721,Incorrect item,Happy with return
2166,429,2022-07-12,473,3,Returned,0.22,722,Not satisfied,Delayed refund
2168,821,2020-03-28,247,1,Returned,0.09,723,Not satisfied,Happy with return
2169,726,2019-06-19,232,2,Returned,0.22,724,Not satisfied,Quick process
2171,861,2019-04-04,226,3,Returned,0.25,725,Incorrect item,Quick process
2174,683,2019-01-08,274,4,Returned,0.25,726,Not satisfied,Happy with return
2175,239,2021-01-06,333,3,Returned,0.26,727,Incorrect item,Happy with return
2176,845,2021-09-16,331,3,Returned,0.22,728,Incorrect item,Quick process
2180,84,2019-08-06,435,3,Returned,0.13,729,Incorrect item,Delayed refund
2183,194,2021-06-19,223,1,Returned,0.11,730,Not satisfied,Quick process
2184,554,2019-12-25,365,2,Returned,0.01,731,Damaged,Happy with return
2186,202,2019-11-28,490,3,Returned,0.04,732,Damaged,Quick process
2188,921,2021-04-24,128,4,Returned,0.17,733,Incorrect item,Happy with return
2189,540,2021-08-28,442,1,Returned,0.13,734,Incorrect item,Happy with return
2190,502,2021-02-08,143,3,Returned,0.04,735,Damaged,Happy with return
2192,76,2020-02-18,155,3,Returned,0.01,736,Incorrect item,Happy with return
